209.744, 129.586, 8.333, 17.513 False
209.466, 129.584, 8.333, 17.546 False
209.189, 129.582, 8.333, 17.579 False
208.911, 129.580, 8.333, 17.612 False
208.633, 129.578, 8.333, 17.645 False
208.355, 129.577, 8.333, 17.678 False
208.078, 129.575, 8.333, 17.711 False
207.800, 129.573, 8.333, 17.744 False
207.522, 129.572, 8.333, 17.777 False
207.244, 129.570, 8.333, 17.810 False
206.966, 129.568, 8.333, 17.843 False
206.689, 129.567, 8.333, 17.876 False
206.411, 129.565, 8.333, 17.909 False
206.133, 129.564, 8.333, 17.942 False
205.855, 129.562, 8.333, 17.975 False
205.578, 129.561, 8.333, 18.008 False
205.300, 129.559, 8.333, 18.041 False
205.022, 129.558, 8.333, 18.074 False
204.744, 129.556, 8.333, 18.107 False
204.466, 129.555, 8.333, 18.140 False
204.189, 129.554, 8.333, 18.173 False
203.911, 129.553, 8.333, 18.206 False
203.633, 129.552, 8.333, 18.239 False
203.355, 129.551, 8.333, 18.272 False
203.078, 129.550, 8.333, 18.305 False
202.800, 129.549, 8.333, 18.338 False
202.522, 129.548, 8.333, 18.371 False
202.244, 129.547, 8.333, 18.404 False
201.966, 129.546, 8.333, 18.437 False
201.689, 129.545, 8.333, 18.470 False
201.411, 129.544, 8.333, 18.503 False
201.133, 129.543, 8.333, 18.536 False
200.855, 129.542, 8.333, 18.569 False
200.578, 129.541, 8.333, 18.602 False
200.300, 129.540, 8.333, 18.635 False
200.022, 129.539, 8.333, 18.668 False
199.744, 129.538, 8.333, 18.701 False
199.467, 129.537, 8.333, 18.734 False
199.189, 129.536, 8.333, 18.767 False
198.911, 129.535, 8.333, 18.800 False
198.633, 129.534, 8.333, 18.833 False
198.355, 129.534, 8.333, 18.866 False
198.078, 129.533, 8.333, 18.899 False
197.800, 129.532, 8.333, 18.932 False
197.522, 129.531, 8.333, 18.965 False
197.244, 129.530, 8.333, 18.998 False
196.967, 129.530, 8.333, 19.031 False
196.689, 129.529, 8.333, 19.064 False
196.411, 129.528, 8.333, 19.097 False
196.133, 129.527, 8.333, 19.130 False
195.855, 129.527, 8.333, 19.163 False
195.578, 129.526, 8.333, 19.196 False
195.300, 129.525, 8.333, 19.229 False
195.022, 129.524, 8.333, 19.262 False
194.744, 129.524, 8.333, 19.295 False
194.467, 129.523, 8.333, 19.328 False
194.189, 129.522, 8.333, 19.361 False
193.911, 129.522, 8.333, 19.394 False
193.633, 129.521, 8.333, 19.427 False
193.355, 129.520, 8.333, 19.460 False
193.078, 129.520, 8.333, 19.493 False
192.800, 129.519, 8.333, 19.526 False
192.522, 129.519, 8.333, 19.559 False
192.244, 129.518, 8.333, 19.592 False
191.967, 129.517, 8.333, 19.625 False
191.689, 129.517, 8.333, 19.658 False
191.411, 129.516, 8.333, 19.691 False
191.133, 129.516, 8.333, 19.724 False
190.856, 129.515, 8.333, 19.757 False
190.578, 129.515, 8.333, 19.790 False
190.300, 129.514, 8.333, 19.823 False
190.022, 129.514, 8.333, 19.856 False
189.744, 129.513, 8.333, 19.889 False
189.467, 129.513, 8.333, 19.922 False
189.189, 129.512, 8.333, 19.955 False
188.911, 129.512, 8.333, 19.988 False
188.633, 129.511, 8.333, 20.021 False
188.356, 129.511, 8.333, 20.054 False
188.078, 129.510, 8.333, 20.087 False
187.800, 129.510, 8.333, 20.120 False
187.522, 129.509, 8.333, 20.153 False
187.244, 129.509, 8.333, 20.186 False
186.967, 129.508, 8.333, 20.219 False
186.689, 129.508, 8.333, 20.252 False
186.411, 129.508, 8.333, 20.285 False
186.133, 129.507, 8.333, 20.318 False
185.856, 129.507, 8.333, 20.351 False
185.578, 129.506, 8.333, 20.384 False
185.300, 129.506, 8.333, 20.417 False
185.022, 129.506, 8.333, 20.450 False
184.745, 129.505, 8.333, 20.483 False
184.467, 129.505, 8.333, 20.516 False
184.189, 129.504, 8.333, 20.549 False
183.911, 129.504, 8.333, 20.582 False
183.633, 129.504, 8.333, 20.615 False
183.356, 129.503, 8.333, 20.648 False
183.078, 129.503, 8.333, 20.681 False
182.800, 129.503, 8.333, 20.714 False
182.522, 129.502, 8.333, 20.747 False
182.245, 129.502, 8.333, 20.780 False
181.967, 129.502, 8.333, 20.813 False
181.689, 129.501, 8.333, 20.846 False
181.411, 129.501, 8.333, 20.879 False
181.133, 129.501, 8.333, 20.912 False
180.856, 129.501, 8.333, 20.945 False
180.578, 129.500, 8.333, 20.978 False
180.300, 129.500, 8.333, 21.011 False
180.022, 129.500, 8.333, 21.044 False
179.745, 129.500, 8.333, 21.077 False
179.467, 129.499, 8.333, 21.110 False
179.189, 129.500, 8.333, 21.143 False
178.911, 129.500, 8.333, 21.176 False
178.634, 129.500, 8.333, 21.209 False
178.356, 129.500, 8.333, 21.242 False
178.078, 129.500, 8.333, 21.275 False
177.800, 129.500, 8.333, 21.308 False
177.522, 129.500, 8.333, 21.341 False
177.245, 129.500, 8.333, 21.374 False
176.967, 129.500, 8.333, 21.407 False
176.689, 129.500, 8.333, 21.440 False
176.411, 129.500, 8.333, 21.473 False
176.134, 129.500, 8.333, 21.506 False
175.856, 129.500, 8.333, 21.539 False
175.578, 129.500, 8.333, 21.572 False
175.300, 129.500, 8.333, 21.605 False
175.022, 129.500, 8.333, 21.638 False
174.745, 129.500, 8.333, 21.671 False
174.467, 129.500, 8.333, 21.704 False
174.189, 129.500, 8.333, 21.737 False
173.911, 129.500, 8.333, 21.770 False
173.634, 129.500, 8.333, 21.803 False
173.356, 129.500, 8.333, 21.836 False
173.078, 129.500, 8.333, 21.869 False
172.800, 129.500, 8.333, 21.902 False
172.522, 129.500, 8.333, 21.935 False
